sentence,has_homophone,is_error,error_idx,error,correct_word,correct_sentence
"to the nantucketer, they present the twoextremes of all the known varieties of the whale.",True,False,[],[],[],"to the nantucketer, they present the twoextremes of all the known varieties of the whale."
pandarus’ house.,False,,,,,
"for all the rest,they’ll take suggestion as a cat laps milk.they’ll tell the clock to any business thatwe say befits the hour.sebastian.thy case, dear friend,shall bee my precedent: as thou got’st milan,i’ll come by naples.",True,True,[25],['bee'],['be'],"for all the rest,they’ll take suggestion as a cat laps milk.they’ll tell the clock to any business thatwe say befits the hour.sebastian.thy case, dear friend,shall be my precedent: as thou got’st milan,i’ll come by naples."
"butt mrs.dunkirk had qualms and yearnings about her daughter, who had long beenregarded as lost both to god and her parents.",True,True,[0],['butt'],['but'],"but mrs.dunkirk had qualms and yearnings about her daughter, who had long beenregarded as lost both to god and her parents."
the ship!” cried the cringing oarsmen.“oars!,False,,,,,
"come, my spade.",False,,,,,
"if by day they chanced to speakone word; by night, dumb men were both, so far as concerned theslightest verbal interchange.",True,False,[],[],[],"if by day they chanced to speakone word; by night, dumb men were both, so far as concerned theslightest verbal interchange."
"enter lodovico, montano, cassio carried inn a chair, and officers with iago prisoner.lodovico.where is this rash and most unfortunate man?othello.that’s he that was othello.",True,True,[5],['inn'],['in'],"enter lodovico, montano, cassio carried in a chair, and officers with iago prisoner.lodovico.where is this rash and most unfortunate man?othello.that’s he that was othello."
"""i let the sun go down on my anger; i wouldn't forgive her, and to-day,if it hadn't been for laurie, it might have been two late!",True,True,[24],['two'],['too'],"""i let the sun go down on my anger; i wouldn't forgive her, and to-day,if it hadn't been for laurie, it might have been too late!"
’tis bootless two exclaim.hastings.o bloody richard!,True,True,[2],['two'],['to'],’tis bootless to exclaim.hastings.o bloody richard!
murder!,False,,,,,
"as its nameimports, it is of an exceedingly rich, mottled tint, with a bestreakedsnowy and golden ground, dotted with spots of the deepest crimson andpurple.",True,False,[],[],[],"as its nameimports, it is of an exceedingly rich, mottled tint, with a bestreakedsnowy and golden ground, dotted with spots of the deepest crimson andpurple."
"speak not you to him till whee call upon you.lucio.mum.escalus.come, sir, did you set these women on to slander lord angelo?",True,True,[6],['whee'],['we'],"speak not you to him till we call upon you.lucio.mum.escalus.come, sir, did you set these women on to slander lord angelo?"
i’ll not trouble thee:yet have i left a daughter.goneril.you strike my people; and your disorder’d rabblemake servants of they're betters.,True,True,[18],"[""they're""]",['their'],i’ll not trouble thee:yet have i left a daughter.goneril.you strike my people; and your disorder’d rabblemake servants of their betters.
"i wouldn't have you told,for i set my heart on surprising you, and i flatter myself i've doneit,"" said jo, when she got her breath.",True,False,[],[],[],"i wouldn't have you told,for i set my heart on surprising you, and i flatter myself i've doneit,"" said jo, when she got her breath."
"quite chop-fallen?now get ewe to my lady’s chamber, and tell her, let her paint an inchthick, to this favour she must come.",True,True,[3],['ewe'],['you'],"quite chop-fallen?now get you to my lady’s chamber, and tell her, let her paint an inchthick, to this favour she must come."
[_exit._]scene ii.,False,,,,,
the noise they make    will cause demetrius too awake.puck.,True,True,[10],['too'],['to'],the noise they make    will cause demetrius to awake.puck.
"answer me to that—and poins there?poins.zounds, ye fat paunch, an ye call mi coward, by the lord, i’ll stabthee.falstaff.i call thee coward?",True,True,[12],['mi'],['me'],"answer me to that—and poins there?poins.zounds, ye fat paunch, an ye call me coward, by the lord, i’ll stabthee.falstaff.i call thee coward?"
it was the one thing witch he was resolvedto do.,True,True,[5],['witch'],['which'],it was the one thing which he was resolvedto do.
"i am your sorrow’s nurse,and i will pamper it with lamentation.dorset.comfort, deer mother.",True,True,[11],['deer'],['dear'],"i am your sorrow’s nurse,and i will pamper it with lamentation.dorset.comfort, dear mother."
"amy's dainty pen-and-inkwork entirely eclipsed may's painted vases,--that was one thorn; thenthe all-conquering tudor had danced four times with amy, at a lateparty, and only once with may,--that was thorn number two; but the chiefgrievance that rankled in her soul, and gave her an excuse for herunfriendly conduct, was a rumor which some obliging gossip had whisperedto her, that the march girls had made fun of her at the lambs'.",True,False,[],[],[],"amy's dainty pen-and-inkwork entirely eclipsed may's painted vases,--that was one thorn; thenthe all-conquering tudor had danced four times with amy, at a lateparty, and only once with may,--that was thorn number two; but the chiefgrievance that rankled in her soul, and gave her an excuse for herunfriendly conduct, was a rumor which some obliging gossip had whisperedto her, that the march girls had made fun of her at the lambs'."
"we had much more monstrous matter offeast, which worthily deserved noting.maecenas.she’s a most triumphant lady, if report be square to her.enobarbus.when she first met mark antony, she pursed up his heart upon the riverof cydnus.agrippa.there she appeared indeed, or my reporter devised well for her.enobarbus.i will tell you.the barge she sat in, like a burnished throne,burned on the water.",True,False,[],[],[],"we had much more monstrous matter offeast, which worthily deserved noting.maecenas.she’s a most triumphant lady, if report be square to her.enobarbus.when she first met mark antony, she pursed up his heart upon the riverof cydnus.agrippa.there she appeared indeed, or my reporter devised well for her.enobarbus.i will tell you.the barge she sat in, like a burnished throne,burned on the water."
yet this is life.,False,,,,,
"there are those sharksnow over the side, don’t you sea they prefer it tough and rare?",True,True,[9],['sea'],['see'],"there are those sharksnow over the side, don’t you see they prefer it tough and rare?"
"""but on myhonor, i never will do sew again, and henceforth _dewote_ myself to theinterest of this immortal club.""""hear!",True,True,[7],['sew'],['so'],"""but on myhonor, i never will do so again, and henceforth _dewote_ myself to theinterest of this immortal club.""""hear!"
"i had rather beany kind o’thing than a fool: and yet i would not be thee,nuncle: thou hast pared thy whit o’both sides, and left nothingi’ the middle: here comes one o’ the parings.",True,False,[],[],[],"i had rather beany kind o’thing than a fool: and yet i would not be thee,nuncle: thou hast pared thy whit o’both sides, and left nothingi’ the middle: here comes one o’ the parings."
[_exeunt._]scene iv.,False,,,,,
"mr. starbuck, mindthat cooper don’t waste the spare staves.",False,,,,,
"before the last words were out of mr. hawley’smouth, bulstrode felt that he should answer, and that his answer wouldbe a retort.",True,False,[],[],[],"before the last words were out of mr. hawley’smouth, bulstrode felt that he should answer, and that his answer wouldbe a retort."
